business_date,farecard_id,tap_on_time,origin,tap_off_time,destination,fare,concession
2023-01-16,8TG8YYL901,08:58,Bloor,08:59,Union Station,8.06,senior
2023-02-17,9UPO6OKTKK,07:07,Bloor,07:43,Union Station,9.39,adult
2023-03-10,AP2FSZ6SLI,07:02,Hamilton,08:33,Union Station,11.17,senior
2023-02-22,J1YHJYARA6,07:22,Pickering,08:59,Union Station,7.11,adult
2023-03-25,PY9SWSWF4T,08:46,Scarborough,08:48,Union Station,5.25,student
2023-01-09,UIG3OJS9L4,08:56,Union Station,08:57,Union Station,9.91,student
2023-01-26,NPELH69LWK,06:20,Scarborough,08:21,Union Station,3.59,adult
2023-08-17,CE7UHIIR8F,07:31,Pickering,08:27,Union Station,10.55,student
2023-02-20,ZBJ50P2DNA,07:09,Scarborough,08:18,Union Station,11.98,senior
2023-04-21,OKC2KXGRSG,08:22,Pickering,08:30,Union Station,3.72,adult
2023-06-17,6IAZSW0KS5,06:03,Pickering,06:29,Union Station,13.56,student
2023-09-07,RPIS8ONELI,07:21,Bloor,07:46,Union Station,13.65,student
2023-03-30,PQF69UGL9Z,08:10,Oakville,08:41,Union Station,11.53,senior
2023-05-12,KNY0K3HJL1,08:00,Hamilton,08:52,Union Station,10.5,adult
2023-10-08,P14EOZ5Y0B,08:41,Brampton,08:52,Union Station,5.56,senior
2023-08-10,VS1XHZLX4J,07:29,Oakville,08:20,Union Station,5.74,adult
2023-05-29,5DHKADEHCB,08:06,Union Station,08:56,Union Station,11.2,adult
2023-03-13,5CV6JCHGIH,07:57,Yorkdale,08:45,Union Station,3.53,adult
2023-04-30,Z7F4LTFDIY,08:58,Brampton,08:58,Union Station,4.36,adult
2023-10-17,QFMO2NHYPV,07:56,Scarborough,08:49,Union Station,4.57,student
2023-04-28,KAXWTPL40E,07:47,Pickering,08:56,Union Station,6.0,senior
2023-04-02,ANAJML6LHL,08:03,Scarborough,08:44,Union Station,5.77,student
2023-05-05,KWVAUXKFIP,08:25,Oakville,08:55,Union Station,5.14,senior
2023-12-15,0YJWJRKK09,08:28,Brampton,08:49,Union Station,12.62,senior
2023-04-16,4ET2HPRI0L,08:29,Hamilton,08:49,Union Station,9.28,student
2023-07-15,C3BNXO9TDZ,06:24,Pickering,07:01,Union Station,5.53,adult
2023-08-23,A902VOHJC5,06:33,Union Station,06:54,Union Station,11.54,student
2023-06-24,4MBP76843K,07:35,Union Station,08:44,Union Station,9.52,senior
2023-07-24,7IJ85AMTX8,07:48,Pickering,08:05,Union Station,10.41,student
2023-12-19,02RTZDVDVF,07:25,Hamilton,08:33,Union Station,13.48,adult
2023-06-24,GJYLTGP617,06:15,Oakville,06:22,Union Station,6.08,adult
2023-10-20,LOAGHPFPUW,06:04,Scarborough,08:13,Union Station,13.43,student
2023-01-02,EEZ64GMPIR,07:06,Pickering,08:32,Union Station,10.89,senior
2023-05-28,RL9TFDTITV,07:11,Brampton,07:33,Union Station,3.85,senior
2023-11-30,W458B6M31P,08:42,Union Station,08:44,Union Station,10.44,senior
2023-03-22,JSKFE81GRR,06:34,Union Station,07:47,Union Station,9.77,student
2023-03-01,C1IKWCA1YE,08:45,Oakville,08:53,Union Station,11.92,senior
2023-12-14,22NQMNZTQZ,06:41,Oakville,07:19,Union Station,4.64,adult
2023-10-19,VS963XFBN5,07:19,Union Station,08:59,Union Station,14.89,student
2023-09-11,RLF1O7E35I,06:59,Oakville,07:22,Union Station,12.23,senior
2023-05-29,VDMU90QGSS,07:35,Hamilton,08:13,Union Station,9.23,senior
2023-05-24,2K8BVHYNRE,06:53,Bloor,08:58,Union Station,14.74,student
2023-01-11,0YDB80YR8V,08:01,Yorkdale,08:26,Union Station,9.94,adult
2023-10-14,TVNRD0Q9K8,07:48,Pickering,08:34,Union Station,7.96,student
2023-06-14,XS8CRJLQAF,08:49,Bloor,08:52,Union Station,8.01,senior
2023-06-18,6W26LT47WO,06:37,Oakville,06:48,Union Station,11.14,student
2023-03-23,IZ1IOXJZ0K,07:47,Hamilton,08:54,Union Station,12.96,senior
2023-01-01,NTIHMZYRA4,08:34,Oakville,08:56,Union Station,9.04,senior
2023-02-11,UTYO9JQME9,06:43,Oakville,08:11,Union Station,14.89,student
2023-03-14,9JUZ2RGVWH,07:10,Pickering,07:59,Union Station,10.54,student
2023-02-04,RBO4UIBVA0,06:33,Pickering,06:37,Union Station,13.47,student
2023-01-02,5C806OG15D,06:06,Brampton,08:30,Union Station,7.55,senior
2023-08-24,GR62IB1I3I,06:10,Brampton,08:27,Union Station,5.57,adult
2023-09-29,S2F9YV8ZCW,08:36,Bloor,08:56,Union Station,9.98,senior
2023-01-27,Z1QZGSKCUQ,08:52,Brampton,08:53,Union Station,14.07,adult
2023-12-31,0X15I6BLDH,06:35,Brampton,08:18,Union Station,12.29,adult
2023-08-03,ZHJBO3Y32W,07:58,Yorkdale,08:22,Union Station,4.19,adult
2023-11-28,3EQFCDF4L2,06:03,Brampton,08:52,Union Station,10.81,adult
2023-10-16,Y44CO7G9RB,07:46,Hamilton,08:42,Union Station,4.08,adult
2023-09-22,VSJTS65NPH,06:02,Oakville,08:07,Union Station,5.43,senior
2023-09-22,QZMLNB3WDX,07:56,Bloor,08:12,Union Station,7.7,adult
2023-01-08,EXEQESHI8M,06:37,Yorkdale,07:07,Union Station,4.6,senior
2023-10-01,BU56QH77IZ,07:09,Pickering,08:32,Union Station,10.0,senior
2023-02-22,ZBU1VU45PL,07:28,Scarborough,08:46,Union Station,8.75,adult
2023-01-10,V3NTV0REDB,07:25,Bloor,08:06,Union Station,11.45,student
2023-06-13,LBEKZ0BRKV,06:19,Bloor,08:12,Union Station,13.95,student
2023-05-29,85MHZML7M9,06:17,Oakville,08:12,Union Station,4.26,adult
2023-12-28,2BO7G5Z2BL,06:56,Oakville,08:49,Union Station,13.74,senior
2023-10-04,GEAFFCCSY4,07:14,Scarborough,08:05,Union Station,3.72,senior
2023-05-08,FP1NVT2FJ1,06:58,Yorkdale,08:03,Union Station,10.27,adult
2023-12-05,9MVK5QNANX,07:04,Pickering,08:24,Union Station,8.35,adult
2023-10-19,4MCZQT5VW3,06:22,Hamilton,07:53,Union Station,12.04,senior
2023-08-23,D58W3L7WP4,06:35,Oakville,08:18,Union Station,6.64,adult
2023-10-31,8OFHAX8NE9,08:14,Oakville,08:44,Union Station,8.19,adult
2023-01-13,3YHLD0B2WA,06:14,Oakville,08:01,Union Station,4.06,student
2023-11-05,4Q73QL6IY9,06:26,Pickering,07:22,Union Station,10.92,adult
2023-11-16,T5VC6R8SXW,07:09,Oakville,07:36,Union Station,3.66,adult
2023-06-24,7QCK6WMW2K,06:28,Oakville,07:59,Union Station,7.46,student
2023-07-18,5IK810Y7XY,07:15,Pickering,08:50,Union Station,4.55,senior
2023-07-05,84MQ48ZRQN,06:03,Pickering,06:54,Union Station,13.5,student
2023-06-15,7AL7HTA7QX,08:54,Oakville,08:57,Union Station,12.55,adult
2023-05-29,0L9F454U8O,08:26,Bloor,08:39,Union Station,12.59,senior
2023-07-06,MLSHUY2XX7,06:54,Brampton,07:12,Union Station,10.77,senior
2023-05-27,15F5X8E1OJ,06:42,Union Station,07:42,Union Station,7.9,senior
2023-12-12,09MEZJ07SZ,08:10,Pickering,08:57,Union Station,9.69,adult
2023-08-10,L5DXE2R14E,06:54,Oakville,08:45,Union Station,6.14,student
2023-11-22,83IQ2UQJQY,07:34,Union Station,08:32,Union Station,5.84,senior
2023-06-27,6CT61FN724,06:48,Union Station,07:53,Union Station,8.72,senior
2023-06-16,ZWUJQLJZ1C,06:01,Oakville,07:51,Union Station,7.35,senior
2023-03-26,008ZMWOU2X,08:38,Hamilton,08:42,Union Station,5.77,student
2023-07-07,RZTIKY8QFG,07:16,Pickering,08:07,Union Station,9.67,adult
2023-05-21,YKVGZZZ6HE,06:43,Yorkdale,08:19,Union Station,3.84,senior
2023-10-03,RNEBJR2D8K,08:54,Yorkdale,08:57,Union Station,6.35,adult
2023-07-19,J9KIBNYY1F,06:26,Yorkdale,08:03,Union Station,9.78,adult
2023-07-16,R06QJXN12M,08:32,Brampton,08:49,Union Station,3.95,senior
2023-08-29,L40NFK5KR9,08:40,Yorkdale,08:41,Union Station,6.45,adult
2023-06-16,TUDC2QCVI3,07:29,Brampton,08:51,Union Station,3.84,student
2023-05-13,SQ429MANGP,06:58,Pickering,08:38,Union Station,7.86,adult
2023-10-10,02YA7RANLN,06:03,Brampton,06:41,Union Station,4.9,senior
2023-08-02,XUEX7TNC8R,06:19,Union Station,06:52,Union Station,4.75,senior
2023-04-25,CVMXCFB5AP,06:31,Bloor,08:11,Union Station,12.77,senior
2023-04-05,EB6198QMK1,08:43,Oakville,08:57,Union Station,5.49,senior
2023-08-31,QLRPWBDUOJ,08:27,Bloor,08:53,Union Station,10.37,student
2023-10-16,O6SCRSLEQC,06:17,Union Station,06:29,Union Station,6.0,adult
2023-10-16,ALYXBJFR90,06:40,Yorkdale,07:11,Union Station,14.31,senior
2023-10-11,9PEO49P71Q,07:05,Pickering,07:28,Union Station,7.08,adult
2023-10-15,7QVEE25QEK,08:20,Scarborough,08:38,Union Station,10.1,student
2023-03-08,7Z29LJ0IF1,06:30,Yorkdale,08:43,Union Station,10.93,student
2023-03-05,WQX22BVE1F,06:31,Scarborough,07:00,Union Station,4.66,adult
2023-07-03,35LOG0R6K9,06:04,Scarborough,07:03,Union Station,10.65,senior
2023-07-19,JTSYZVI444,08:59,Bloor,08:59,Union Station,14.55,student
2023-04-08,MAFHIB4B47,08:01,Bloor,08:10,Union Station,8.33,adult
2023-03-15,G0KGCHS8VL,06:47,Oakville,08:29,Union Station,10.51,adult
2023-08-25,0UPS4FODEO,07:23,Hamilton,08:42,Union Station,3.99,adult
2023-03-11,J76EFJE5V7,06:43,Yorkdale,06:54,Union Station,14.93,senior
2023-05-12,DV548MX4QN,07:17,Brampton,08:13,Union Station,5.44,adult
2023-10-29,TDND8VLY3C,06:48,Pickering,08:20,Union Station,6.89,adult
2023-10-05,DD4OGGDSMX,08:15,Oakville,08:47,Union Station,5.5,student
2023-12-03,5IUQNXI986,07:27,Yorkdale,08:58,Union Station,7.66,adult
2023-12-19,3LWW3KBWF7,07:38,Pickering,08:44,Union Station,10.92,student
2023-10-19,FVHAVW8XJE,07:04,Brampton,08:51,Union Station,13.3,student
2023-06-30,63VIJ2Q93M,08:19,Hamilton,08:25,Union Station,13.2,student
2023-10-21,L7OZBXAHBO,06:58,Oakville,08:29,Union Station,12.29,senior
2023-10-10,THDENRX08O,06:35,Bloor,07:36,Union Station,8.97,student
2023-02-09,GAP3Q0L00F,08:01,Bloor,08:08,Union Station,9.12,student
2023-05-22,84V7JY2KYG,07:11,Brampton,08:38,Union Station,6.57,adult
2023-01-10,VBU1JIB3IN,08:43,Union Station,08:54,Union Station,12.1,senior
2023-06-27,34Q90FK370,06:53,Pickering,07:22,Union Station,8.21,student
2023-07-15,1QZF3A7K6Z,07:16,Pickering,08:49,Union Station,7.59,student
2023-10-24,YSKWRMJR0F,07:43,Pickering,08:32,Union Station,7.22,adult
2023-10-13,OQ4WFJ8LTQ,07:04,Union Station,07:20,Union Station,6.51,senior
2023-10-25,QHA59MUSWH,06:51,Hamilton,08:58,Union Station,13.82,student
2023-04-22,W9RFXXBTSL,07:21,Pickering,08:33,Union Station,12.55,senior
2023-12-13,LLM6851FKF,07:22,Pickering,07:33,Union Station,14.33,student
2023-07-31,8J5FN72ICD,08:08,Hamilton,08:11,Union Station,14.35,student
2023-11-28,BSGLAHIWX9,06:22,Oakville,08:32,Union Station,3.53,senior
2023-04-19,RKOYIICXUG,06:49,Bloor,08:28,Union Station,6.71,student
2023-09-24,J1YHJYARA6,07:27,Oakville,08:58,Union Station,13.77,student
2023-05-13,6HWGK26X0S,06:27,Brampton,07:29,Union Station,4.23,adult
2023-10-24,CQC0W2OE9L,07:23,Hamilton,08:21,Union Station,4.67,senior
2023-08-10,CDXBZ7PWEQ,06:39,Yorkdale,07:19,Union Station,11.07,student
2023-01-24,UVHMHJ6DIT,08:51,Brampton,08:51,Union Station,7.22,senior
2023-05-17,OF9AI56ZOH,06:27,Oakville,08:05,Union Station,11.85,senior
2023-10-25,Z0O325J5V3,06:13,Union Station,07:15,Union Station,8.83,student
2023-04-10,MX17YUA8GR,07:34,Union Station,08:05,Union Station,10.53,student
2023-09-02,DG84QZRH3W,08:03,Union Station,08:25,Union Station,9.41,student
2023-07-09,KY41IUYH6R,07:10,Bloor,08:08,Union Station,4.23,student
2023-09-01,2RMRD8PX4G,06:33,Oakville,07:17,Union Station,12.73,student
2023-02-12,GYEIFKPMET,08:59,Scarborough,08:59,Union Station,12.4,student
2023-04-28,H733NHB9I3,08:01,Bloor,08:03,Union Station,14.44,senior
2023-04-22,2ZWJ58FARV,07:34,Pickering,08:21,Union Station,5.93,student
2023-08-06,DYEWQFP79O,06:05,Hamilton,06:50,Union Station,13.09,senior
2023-06-28,DZVQEAPAPO,08:52,Union Station,08:56,Union Station,7.89,student
2023-05-12,EZAHKV4FU0,08:36,Hamilton,08:51,Union Station,11.93,senior
2023-04-03,OEBYK31MZ9,06:42,Yorkdale,08:45,Union Station,10.03,student
2023-08-21,EZRAWGF3GD,06:44,Bloor,08:19,Union Station,10.82,senior
2023-09-20,RN4GLAB4WO,08:24,Oakville,08:39,Union Station,6.32,student
2023-05-28,U9LQ3SJF7Z,06:37,Hamilton,08:25,Union Station,10.08,adult
2023-08-21,9JGA8VABNL,08:19,Brampton,08:53,Union Station,10.58,student
2023-12-14,5RIFL0YYDO,08:08,Pickering,08:43,Union Station,14.32,adult
2023-05-24,1XF7V77VL3,06:22,Bloor,06:29,Union Station,14.13,adult
2023-12-01,HD0GLJMJH1,07:24,Oakville,07:46,Union Station,4.05,adult
2023-09-26,6G7NQ9H4VD,06:44,Scarborough,08:05,Union Station,11.34,senior
2023-10-24,O8VVHL062H,07:18,Scarborough,07:51,Union Station,7.77,senior
2023-09-11,5T9JQPUR4R,08:20,Scarborough,08:49,Union Station,13.26,senior
2023-02-11,ORS0CNKZDC,06:25,Union Station,07:03,Union Station,14.79,adult
2023-10-02,9BCBDQGCCH,08:27,Brampton,08:44,Union Station,7.77,senior
2023-08-13,LNXEVBAGNV,06:33,Oakville,07:11,Union Station,11.98,adult
2023-12-23,C29KCXT3XC,06:11,Scarborough,08:47,Union Station,8.78,senior
2023-09-10,CT7IN2A9JA,06:30,Oakville,08:13,Union Station,8.66,adult
2023-11-20,IEOB0W35TV,08:36,Yorkdale,08:36,Union Station,4.33,student
2023-09-02,41QZIGDORD,07:12,Brampton,08:45,Union Station,3.6,senior
2023-12-31,46T1NIDSJM,06:10,Brampton,08:07,Union Station,14.16,student
2023-02-25,1EAWLFIV46,07:30,Scarborough,07:41,Union Station,13.29,student
2023-07-02,UNRWGZBY2H,08:22,Bloor,08:29,Union Station,14.95,senior
2023-07-21,S0DXVSIBHK,08:26,Scarborough,08:57,Union Station,11.16,senior
2023-08-18,XVDU2Z42B1,07:53,Hamilton,08:04,Union Station,10.15,senior
2023-09-15,0ULJZ74IC5,08:20,Pickering,08:55,Union Station,9.21,student
2023-12-05,AMD2SYKNSA,07:01,Scarborough,08:39,Union Station,5.31,adult
2023-07-08,CBW39KTHEK,07:20,Scarborough,08:09,Union Station,7.26,senior
2023-11-11,ZTWMNPHHAB,07:42,Brampton,08:55,Union Station,6.03,senior
2023-06-25,XYJD0HSLKL,08:54,Yorkdale,08:55,Union Station,8.13,adult
2023-05-22,V1CVQ8Z5T5,08:54,Bloor,08:54,Union Station,9.5,student
2023-01-05,RMN0BY74EM,06:29,Brampton,07:47,Union Station,13.75,senior
2023-02-06,4H5LXQZKOY,06:36,Bloor,07:49,Union Station,11.03,adult
2023-12-06,SQY7EQLLXV,07:07,Yorkdale,07:15,Union Station,8.78,adult
2023-05-17,C2VB8F4HSY,06:43,Pickering,08:25,Union Station,7.52,student
2023-01-02,LG49XTHWLX,08:54,Hamilton,08:57,Union Station,9.6,adult
2023-09-18,NK69GL42L5,08:33,Scarborough,08:33,Union Station,14.5,senior
2023-01-05,AARYOA7WTY,07:25,Scarborough,08:15,Union Station,8.12,student
2023-10-27,ZMRW28VV9U,06:46,Bloor,08:47,Union Station,5.55,student
2023-02-07,HF2H303HO5,08:41,Brampton,08:47,Union Station,12.51,adult
2023-04-16,TR6RUAPWXR,06:56,Oakville,08:40,Union Station,5.5,student
2023-07-26,QCRVH0IV4R,06:11,Hamilton,07:17,Union Station,7.06,student
2023-02-28,AS3AQ68LRM,08:40,Scarborough,08:58,Union Station,9.78,adult
2023-06-08,N7GQXFGXX1,07:25,Scarborough,08:54,Union Station,12.39,student
2023-12-07,GC2CN7KV8W,08:39,Oakville,08:55,Union Station,9.75,senior
2023-12-02,K11Z9ISSMZ,08:53,Union Station,08:58,Union Station,8.06,senior
2023-02-14,RSUPS83OSL,08:17,Pickering,08:23,Union Station,8.31,adult
2023-08-16,TDYZGZKQY6,07:25,Pickering,08:36,Union Station,7.93,senior
2023-05-23,D925NAZKRC,07:17,Bloor,08:32,Union Station,12.95,student
2023-01-26,A0N4JGWY6Q,07:42,Yorkdale,08:43,Union Station,11.67,adult
2023-09-21,DPISX7UV1M,08:20,Brampton,08:31,Union Station,5.14,adult
2023-11-17,PKDWED6TKC,06:01,Union Station,07:45,Union Station,3.69,adult
2023-05-01,NMKIRL84JA,06:07,Pickering,06:31,Union Station,11.87,adult
2023-06-20,13MYYAVWX8,08:05,Brampton,08:52,Union Station,14.27,senior
2023-04-21,6ASWMC6P4W,07:32,Yorkdale,08:20,Union Station,8.41,senior
2023-03-29,62Y0QDRO4F,08:04,Scarborough,08:21,Union Station,7.82,student
2023-09-01,VC1OUKGZX2,06:16,Union Station,06:25,Union Station,4.37,adult
2023-10-08,Y3PFWZZHU6,06:51,Brampton,07:05,Union Station,11.67,student
2023-02-19,N4MQY9MUBM,07:16,Pickering,08:45,Union Station,12.91,adult
2023-09-17,IOVJ3LW47C,06:19,Pickering,07:30,Union Station,3.63,adult
2023-05-11,9QLT8T9JG0,07:29,Union Station,08:32,Union Station,14.19,senior
2023-09-28,4OMKS46OXE,06:21,Bloor,06:37,Union Station,12.79,senior
2023-10-20,I1T3QTIPWU,08:06,Oakville,08:22,Union Station,10.51,adult
2023-10-01,7HRQVB92FU,08:31,Oakville,08:34,Union Station,11.08,senior
2023-11-22,6QCCTNIM3G,06:56,Brampton,08:34,Union Station,10.73,senior
2023-08-09,2F3VZARDHH,07:55,Yorkdale,08:21,Union Station,8.93,adult
2023-09-22,VA4HD5KCOV,07:19,Scarborough,07:39,Union Station,11.37,adult
2023-10-24,DBH2GNY5H7,07:18,Scarborough,07:39,Union Station,9.07,student
2023-08-19,1RSZIU7QDG,08:02,Pickering,08:37,Union Station,6.64,senior
2023-09-28,DUQSXYJ0V0,06:54,Union Station,07:22,Union Station,11.78,senior
2023-01-25,4F0KMZZCUW,08:48,Oakville,08:58,Union Station,7.2,senior
2023-08-13,0EGYMLAICY,06:30,Union Station,08:09,Union Station,12.57,student
2023-09-20,AJFTEFEWJO,07:21,Pickering,08:01,Union Station,6.8,student
2023-07-02,7ZXW2E5U0T,07:57,Hamilton,08:26,Union Station,11.51,senior
2023-09-25,4HLHG4SDO0,06:11,Yorkdale,07:18,Union Station,6.78,student
2023-10-12,2YN6GROKDJ,06:44,Oakville,08:35,Union Station,14.47,adult
2023-12-06,0DRMLF50IT,06:15,Bloor,07:17,Union Station,10.35,senior
2023-07-21,A4UVJG41YD,06:30,Brampton,08:16,Union Station,6.03,student
2023-02-07,VFXX5NWK4L,08:27,Bloor,08:56,Union Station,9.81,student
2023-04-03,T67WLUMGKC,07:30,Union Station,08:38,Union Station,6.13,student
2023-08-22,XLBSEO6TC5,08:26,Hamilton,08:52,Union Station,13.61,student
2023-07-16,DYUBHAEEIS,06:25,Pickering,07:07,Union Station,10.37,student
2023-09-28,4E695NXUJS,08:06,Brampton,08:39,Union Station,6.65,adult
2023-10-16,3RLXAT2JOA,07:41,Yorkdale,08:55,Union Station,5.62,senior
2023-05-29,WSF4OKR746,08:36,Union Station,09:00,Union Station,4.17,senior
2023-04-01,AZOSAQ2GKM,08:37,Union Station,08:45,Union Station,13.86,student
2023-03-02,4M53C5X8UN,06:49,Yorkdale,08:06,Union Station,8.07,student
2023-05-30,QH2UOA0EDR,08:55,Bloor,08:55,Union Station,10.18,senior
2023-12-14,V1D766ZP7F,07:35,Hamilton,08:13,Union Station,10.2,adult
2023-08-31,VNNY1GGZH5,06:19,Union Station,06:25,Union Station,3.95,student
2023-05-30,98WM4UH5ME,06:07,Yorkdale,08:40,Union Station,10.05,senior
2023-03-30,6AFJGFQ6E7,06:48,Scarborough,07:56,Union Station,7.53,senior
2023-11-13,4ZZ30MO48P,08:08,Pickering,08:19,Union Station,9.94,adult
2023-08-25,914GN08VOY,07:10,Brampton,07:27,Union Station,13.47,adult
2023-08-04,QKUQ3RJSAJ,06:36,Oakville,08:36,Union Station,9.77,senior
2023-06-20,FPW7HNMGLK,07:44,Oakville,08:38,Union Station,11.69,adult
2023-06-01,A5OIXACHAF,08:31,Union Station,08:54,Union Station,9.05,adult
2023-11-10,QYHCYASDKN,06:19,Oakville,06:41,Union Station,10.38,student
2023-06-16,MJAG15SBRW,07:14,Hamilton,08:27,Union Station,8.81,adult
2023-08-27,PIVMEAWAVG,07:18,Bloor,07:36,Union Station,4.99,senior
2023-12-09,2ODWHM2XFZ,08:34,Pickering,08:53,Union Station,11.64,student
2023-04-13,QGJMHKIC18,08:10,Pickering,08:33,Union Station,4.11,student
2023-09-21,11EEQGS2HT,07:50,Scarborough,08:58,Union Station,14.14,adult
2023-09-22,5CV6JCHGIH,08:09,Pickering,08:46,Union Station,9.29,adult
2023-09-09,HNJMMPKCCK,06:45,Yorkdale,08:46,Union Station,11.92,student
2023-05-30,FUVG124KQY,06:42,Union Station,07:43,Union Station,4.04,adult
2023-12-08,QHV83JLGHR,07:54,Pickering,08:41,Union Station,3.65,senior
2023-11-20,JPNZ2J35P2,07:08,Yorkdale,07:51,Union Station,11.44,senior
2023-03-09,D3R7U5CA6U,08:53,Hamilton,08:53,Union Station,13.34,student
2023-09-26,R8V8E2OQO1,06:58,Bloor,08:17,Union Station,9.55,senior
2023-05-10,XEXWOHQE81,07:22,Oakville,07:28,Union Station,9.23,adult
2023-03-02,MONECWBQ30,07:20,Scarborough,08:58,Union Station,13.37,adult
2023-09-03,O33NLOPSM1,07:20,Hamilton,08:55,Union Station,13.92,adult
2023-11-27,AQR9M8UZC4,07:52,Yorkdale,08:00,Union Station,14.52,adult
2023-07-27,23TYRPDTWZ,08:04,Yorkdale,08:51,Union Station,10.45,senior
2023-08-01,9ATPEZ6PZZ,06:30,Bloor,08:21,Union Station,14.15,adult
2023-06-26,BTIHCXVVGA,08:57,Bloor,08:59,Union Station,3.93,senior
2023-07-23,2CJGT0DFL3,07:15,Scarborough,08:46,Union Station,11.02,student
2023-12-08,4VAYSXT0RS,06:17,Oakville,07:27,Union Station,12.59,senior
2023-09-22,4RAEIJL4C1,06:44,Pickering,08:39,Union Station,4.92,student
2023-02-27,3R79HRP1EX,08:32,Hamilton,08:56,Union Station,10.54,student
2023-04-09,RNYXAAXTTM,06:18,Oakville,06:47,Union Station,13.55,student
2023-03-10,EC0TJDWE29,07:45,Oakville,08:40,Union Station,9.11,senior
2023-05-17,LPBZH56O56,08:14,Scarborough,08:49,Union Station,4.59,adult
2023-07-16,XTNS0CY5GW,07:44,Scarborough,08:17,Union Station,10.4,senior
2023-09-23,1JUG9QHT5R,08:56,Brampton,08:57,Union Station,6.29,senior
2023-08-16,ZT2J9ID41A,08:33,Oakville,08:44,Union Station,7.95,adult
2023-12-20,VBT2ASZ7G4,06:46,Yorkdale,07:04,Union Station,14.11,senior
2023-12-24,4E695NXUJS,06:56,Bloor,08:44,Union Station,12.81,student
2023-09-07,OWZ3W58NVK,07:34,Oakville,08:15,Union Station,7.8,adult
2023-01-20,3PTRVL3MFK,07:01,Pickering,07:08,Union Station,10.18,student
2023-11-06,H8SAJYPG1G,07:46,Oakville,08:34,Union Station,11.71,student
2023-05-08,PUJ52MJK08,08:19,Brampton,08:59,Union Station,7.62,senior
2023-12-27,CSD3FMMX2Q,06:55,Pickering,07:53,Union Station,13.23,adult
2023-09-24,UU6QJRWU9O,06:18,Brampton,06:22,Union Station,14.37,senior
2023-11-05,9AUARK53OD,07:07,Pickering,08:06,Union Station,7.39,adult
2023-08-13,Z30PK2GAPZ,08:27,Hamilton,08:46,Union Station,9.69,student
2023-01-04,7HRQVB92FU,08:11,Yorkdale,08:47,Union Station,4.77,student
2023-06-17,A8YHN3SJB2,08:20,Pickering,08:20,Union Station,11.54,adult
2023-01-08,RZ0IGE9TAJ,06:58,Hamilton,08:21,Union Station,10.93,student
2023-03-08,M4ZJ20TNMR,06:11,Oakville,07:22,Union Station,6.27,student
2023-09-28,5J65HDPCBK,06:09,Bloor,07:04,Union Station,14.04,adult
2023-10-02,58RG26VOT7,08:32,Hamilton,08:37,Union Station,11.53,adult
2023-01-23,AYQ4SD4WWT,08:51,Hamilton,08:52,Union Station,12.73,student
2023-05-29,HKMSEIU81M,06:33,Bloor,07:17,Union Station,3.86,student
2023-06-17,LNFL7RC01J,08:46,Bloor,08:51,Union Station,6.72,student
2023-03-14,BEFID01RRE,07:23,Bloor,07:55,Union Station,9.8,senior
2023-06-02,XKKB6IWHZ2,08:41,Pickering,08:52,Union Station,11.67,student
2023-10-29,4NEZF7XRUG,08:30,Scarborough,08:40,Union Station,5.35,adult
2023-02-04,O58PFFPLEF,07:50,Union Station,08:02,Union Station,7.92,senior
2023-06-27,VWVJHN20QH,07:21,Bloor,07:55,Union Station,7.64,senior
2023-07-26,SBJ4J1CQBL,07:35,Hamilton,08:30,Union Station,5.74,senior
2023-06-10,1DKH9XSLRN,06:41,Hamilton,08:58,Union Station,5.94,senior
2023-06-29,Z5VYCGCYOM,06:16,Union Station,08:03,Union Station,6.19,senior
2023-06-01,8U77P2KEYK,07:15,Union Station,07:55,Union Station,13.47,student
2023-07-10,JRJ660NZJ6,06:28,Pickering,08:58,Union Station,11.6,adult
2023-06-10,YZ07KVWHGV,07:10,Union Station,07:36,Union Station,5.86,senior
2023-12-24,6ASWMC6P4W,06:24,Yorkdale,08:35,Union Station,12.93,student
2023-05-03,JQYHHFCPK6,08:16,Yorkdale,08:36,Union Station,11.72,student
2023-06-27,WZJQ0207MA,08:03,Scarborough,08:27,Union Station,8.07,senior
2023-04-16,3EZS8ICSJO,07:41,Bloor,08:34,Union Station,12.34,adult
2023-07-09,1PSNB37RK4,07:21,Union Station,07:26,Union Station,9.0,student
2023-12-31,ANTKHW0HGK,08:52,Union Station,08:57,Union Station,6.48,adult
2023-10-18,0S73T3Z7RH,08:54,Oakville,08:59,Union Station,8.6,adult
2023-04-11,0S5MZYVHKI,08:42,Oakville,08:47,Union Station,11.13,senior
2023-03-11,WL8TSJG1QF,08:27,Pickering,08:36,Union Station,14.12,senior
2023-07-09,0AARNAVDU4,06:00,Bloor,06:37,Union Station,7.42,student
2023-01-11,I33T0JKYAS,07:37,Scarborough,07:57,Union Station,10.71,senior
2023-03-12,H2QN5XEELY,08:09,Scarborough,08:35,Union Station,11.16,student
2023-11-01,H0AFE5LH4W,06:49,Bloor,07:58,Union Station,12.57,student
2023-02-25,6C2KHFI2FV,07:13,Scarborough,08:29,Union Station,12.71,senior
2023-08-17,KV452X7L5R,08:04,Oakville,08:51,Union Station,11.75,adult
2023-01-07,Z5GLXO9T7W,08:59,Hamilton,08:59,Union Station,13.81,student
2023-08-31,HPO2AD5I6D,06:15,Pickering,07:10,Union Station,12.36,student
